REGNNUMB,SUBJCODE,SUBJUNCD,SUBJNAME,DEGRCODE,DEGRNAME,DELIVERY_MODE,CURRSEMS,INTNMARK,EXT_MARK,TOTAL,GRADE,TYPE,RES_STAT,UNIVERSITY,RESULT_SYSTEM
20241070013,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,21,40,61,B+,CT-OL,PASS,AUCDE,CBCS
20241070013,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,24,35,59,B,CT-OL,PASS,AUCDE,CBCS
20241070013,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,24,61,85,A+,CT-OL,PASS,AUCDE,CBCS
20241070013,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,18,53,71,A,CT-OL,PASS,AUCDE,CBCS
20241070014,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,25,55,80,A+,CT-OL,PASS,AUCDE,CBCS
20241070014,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,23,58,81,A+,CT-OL,PASS,AUCDE,CBCS
20241070014,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,21,53,74,A,CT-OL,PASS,AUCDE,CBCS
20241070014,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,22,64,86,A+,CT-OL,PASS,AUCDE,CBCS
20241070014,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,25,44,69,B+,CT-OL,PASS,AUCDE,CBCS
20241070015,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,27,54,81,A+,CT-OL,PASS,AUCDE,CBCS
20241070015,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,27,63,90,O,CT-OL,PASS,AUCDE,CBCS
20241070015,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,29,37,66,B+,CT-OL,PASS,AUCDE,CBCS
20241070015,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,28,39,67,B+,CT-OL,PASS,AUCDE,CBCS
20241070015,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,22,46,68,B+,CT-OL,PASS,AUCDE,CBCS
20241070016,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,25,58,83,A+,CT-OL,PASS,AUCDE,CBCS
20241070016,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,22,48,70,A,CT-OL,PASS,AUCDE,CBCS
20241070016,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,17,52,69,B+,CT-OL,PASS,AUCDE,CBCS
20241070016,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,24,34,58,B,CT-OL,PASS,AUCDE,CBCS
20241070016,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,25,51,76,A,CT-OL,PASS,AUCDE,CBCS
20241070017,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,27,41,68,B+,CT-OL,PASS,AUCDE,CBCS
20241070017,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,28,52,80,A+,CT-OL,PASS,AUCDE,CBCS
20241070017,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,25,46,71,A,CT-OL,PASS,AUCDE,CBCS
20241070017,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,19,56,75,A,CT-OL,PASS,AUCDE,CBCS
20241070017,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,22,35,57,B,CT-OL,PASS,AUCDE,CBCS
20241070018,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,19,35,54,B,CT-OL,PASS,AUCDE,CBCS
20241070018,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,28,32,60,B+,CT-OL,PASS,AUCDE,CBCS
20241070018,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,16,51,67,B+,CT-OL,PASS,AUCDE,CBCS
20241070018,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,28,52,80,A+,CT-OL,PASS,AUCDE,CBCS
20241070018,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,19,32,51,B,CT-OL,PASS,AUCDE,CBCS
20241070019,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,23,46,69,B+,CT-OL,PASS,AUCDE,CBCS
20241070019,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,18,63,81,A+,CT-OL,PASS,AUCDE,CBCS
20241070019,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,18,32,50,B,CT-OL,PASS,AUCDE,CBCS
20241070019,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,29,58,87,A+,CT-OL,PASS,AUCDE,CBCS
20241070019,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,17,57,74,A,CT-OL,PASS,AUCDE,CBCS
20241070020,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,24,40,64,B+,CT-OL,PASS,AUCDE,CBCS
20241070020,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,27,58,85,A+,CT-OL,PASS,AUCDE,CBCS
20241070020,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,23,59,82,A+,CT-OL,PASS,AUCDE,CBCS
20241070020,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,28,57,85,A+,CT-OL,PASS,AUCDE,CBCS
20241070020,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,22,52,74,A,CT-OL,PASS,AUCDE,CBCS
20241070021,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,16,47,63,B+,CT-OL,PASS,AUCDE,CBCS
20241070021,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,17,42,59,B,CT-OL,PASS,AUCDE,CBCS
20241070021,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,17,54,71,A,CT-OL,PASS,AUCDE,CBCS
20241070021,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,21,34,55,B,CT-OL,PASS,AUCDE,CBCS
20241070021,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,17,47,64,B+,CT-OL,PASS,AUCDE,CBCS
20241070022,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,17,54,71,A,CT-OL,PASS,AUCDE,CBCS
20241070022,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,17,55,72,A,CT-OL,PASS,AUCDE,CBCS
20241070022,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,16,61,77,A,CT-OL,PASS,AUCDE,CBCS
20241070022,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,18,47,65,B+,CT-OL,PASS,AUCDE,CBCS
20241070022,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,27,39,66,B+,CT-OL,PASS,AUCDE,CBCS
20241070023,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,18,29,47,C,CT-OL,PASS,AUCDE,CBCS
20241070023,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,25,43,68,B+,CT-OL,PASS,AUCDE,CBCS
20241070023,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,20,31,51,B,CT-OL,PASS,AUCDE,CBCS
20241070023,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,17,37,54,B,CT-OL,PASS,AUCDE,CBCS
20241070023,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,23,47,70,A,CT-OL,PASS,AUCDE,CBCS
20241070024,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,26,45,71,A,CT-OL,PASS,AUCDE,CBCS
20241070024,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,27,38,65,B+,CT-OL,PASS,AUCDE,CBCS
20241070024,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241070024,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,25,55,80,A+,CT-OL,PASS,AUCDE,CBCS
20241070024,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,25,43,68,B+,CT-OL,PASS,AUCDE,CBCS
20241070025,52011,DCS5101,Advanced Operating Systems & Distributed Architecture,520,M.Sc. - Computer Science (Online),ONLINE,1,27,30,57,B,CT-OL,PASS,AUCDE,CBCS
20241070025,52012,DCS5102,Computer Networks & Network Security Protocols,520,M.Sc. - Computer Science (Online),ONLINE,1,26,61,87,A+,CT-OL,PASS,AUCDE,CBCS
20241070025,52013,DCS5103,Object Oriented Software Engineering,520,M.Sc. - Computer Science (Online),ONLINE,1,18,55,73,A,CT-OL,PASS,AUCDE,CBCS
20241070025,52014,DCS5104,"Data Mining, Warehousing & Big Data",520,M.Sc. - Computer Science (Online),ONLINE,1,16,57,73,A,CT-OL,PASS,AUCDE,CBCS
20241070025,52015,DCS5105,Distributed Systems & Security Laboratory,520,M.Sc. - Computer Science (Online),ONLINE,1,23,52,75,A,CT-OL,PASS,AUCDE,CBCS
20242010001,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,28,29,57,B,CT-ODL,PASS,AUCDE,CBCS
20242010001,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,23,31,54,B,CT-ODL,PASS,AUCDE,CBCS
20242010001,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,15,63,78,A,CT-ODL,PASS,AUCDE,CBCS
20242010001,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,23,47,70,A,CT-ODL,PASS,AUCDE,CBCS
20242010001,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,21,47,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242010001,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,16,40,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010001,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,25,61,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242010002,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,20,42,62,B+,CT-ODL,PASS,AUCDE,CBCS
20242010002,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010002,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,22,55,77,A,CT-ODL,PASS,AUCDE,CBCS
20242010002,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,21,44,65,B+,CT-ODL,PASS,AUCDE,CBCS
20242010002,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,28,59,87,A+,CT-ODL,PASS,AUCDE,CBCS
20242010002,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,26,29,55,B,CT-ODL,PASS,AUCDE,CBCS
20242010002,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,23,39,62,B+,CT-ODL,PASS,AUCDE,CBCS
20242010003,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,15,56,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010003,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,23,49,72,A,CT-ODL,PASS,AUCDE,CBCS
20242010003,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,19,39,58,B,CT-ODL,PASS,AUCDE,CBCS
20242010003,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,26,58,84,A+,CT-ODL,PASS,AUCDE,CBCS
20242010003,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,16,40,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010003,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,21,43,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242010003,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010004,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,17,39,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010004,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,25,45,70,A,CT-ODL,PASS,AUCDE,CBCS
20242010004,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,19,31,50,B,CT-ODL,PASS,AUCDE,CBCS
20242010004,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,25,39,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242010004,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,19,50,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010004,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,19,55,74,A,CT-ODL,PASS,AUCDE,CBCS
20242010004,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,24,61,85,A+,CT-ODL,PASS,AUCDE,CBCS
20242010005,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010005,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,17,48,65,B+,CT-ODL,PASS,AUCDE,CBCS
20242010005,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,17,53,70,A,CT-ODL,PASS,AUCDE,CBCS
20242010005,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010005,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,28,37,65,B+,CT-ODL,PASS,AUCDE,CBCS
20242010005,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,26,60,86,A+,CT-ODL,PASS,AUCDE,CBCS
20242010005,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,21,48,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010006,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,21,50,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010006,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,23,34,57,B,CT-ODL,PASS,AUCDE,CBCS
20242010006,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,23,50,73,A,CT-ODL,PASS,AUCDE,CBCS
20242010006,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,15,49,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242010006,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,21,40,61,B+,CT-ODL,PASS,AUCDE,CBCS
20242010006,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,15,64,79,A,CT-ODL,PASS,AUCDE,CBCS
20242010006,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,20,54,74,A,CT-ODL,PASS,AUCDE,CBCS
20242010007,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,17,41,58,B,CT-ODL,PASS,AUCDE,CBCS
20242010007,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,25,55,80,A+,CT-ODL,PASS,AUCDE,CBCS
20242010007,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,21,56,77,A,CT-ODL,PASS,AUCDE,CBCS
20242010007,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,23,39,62,B+,CT-ODL,PASS,AUCDE,CBCS
20242010007,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,23,48,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010007,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,20,51,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010007,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,26,30,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010008,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,28,45,73,A,CT-ODL,PASS,AUCDE,CBCS
20242010008,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,24,43,67,B+,CT-ODL,PASS,AUCDE,CBCS
20242010008,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,22,42,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242010008,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,17,64,81,A+,CT-ODL,PASS,AUCDE,CBCS
20242010008,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,25,34,59,B,CT-ODL,PASS,AUCDE,CBCS
20242010008,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,17,52,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010008,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,21,48,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010009,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,24,35,59,B,CT-ODL,PASS,AUCDE,CBCS
20242010009,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,19,49,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242010009,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,17,36,53,B,CT-ODL,PASS,AUCDE,CBCS
20242010009,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010009,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,24,44,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242010009,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,25,30,55,B,CT-ODL,PASS,AUCDE,CBCS
20242010009,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,16,42,58,B,CT-ODL,PASS,AUCDE,CBCS
20242010010,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,23,40,63,B+,CT-ODL,PASS,AUCDE,CBCS
20242010010,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,25,44,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010010,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,27,47,74,A,CT-ODL,PASS,AUCDE,CBCS
20242010010,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,21,30,51,B,CT-ODL,PASS,AUCDE,CBCS
20242010010,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,19,33,52,B,CT-ODL,PASS,AUCDE,CBCS
20242010010,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,21,45,66,B+,CT-ODL,PASS,AUCDE,CBCS
20242010010,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,24,60,84,A+,CT-ODL,PASS,AUCDE,CBCS
20242010011,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,20,45,65,B+,CT-ODL,PASS,AUCDE,CBCS
20242010011,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,21,30,51,B,CT-ODL,PASS,AUCDE,CBCS
20242010011,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,15,56,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010011,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,27,53,80,A+,CT-ODL,PASS,AUCDE,CBCS
20242010011,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,19,33,52,B,CT-ODL,PASS,AUCDE,CBCS
20242010011,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,25,34,59,B,CT-ODL,PASS,AUCDE,CBCS
20242010011,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,16,57,73,A,CT-ODL,PASS,AUCDE,CBCS
20242010012,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,19,35,54,B,CT-ODL,PASS,AUCDE,CBCS
20242010012,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,24,32,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010012,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,22,48,70,A,CT-ODL,PASS,AUCDE,CBCS
20242010012,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,16,39,55,B,CT-ODL,PASS,AUCDE,CBCS
20242010012,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,21,50,71,A,CT-ODL,PASS,AUCDE,CBCS
20242010012,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,27,37,64,B+,CT-ODL,PASS,AUCDE,CBCS
20242010012,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,17,63,80,A+,CT-ODL,PASS,AUCDE,CBCS
20242010013,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,22,47,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010013,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,,,,,CT-ODL,CANCELLED,AUCDE,CBCS
20242010013,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,19,29,48,C,CT-ODL,PASS,AUCDE,CBCS
20242010013,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,28,47,75,A,CT-ODL,PASS,AUCDE,CBCS
20242010013,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,16,51,67,B+,CT-ODL,PASS,AUCDE,CBCS
20242010013,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,15,53,68,B+,CT-ODL,PASS,AUCDE,CBCS
20242010013,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,15,55,70,A,CT-ODL,PASS,AUCDE,CBCS
20242010014,50011,DBA5101,Management Concepts & Organizational Behaviour,601,MBA - Operations Management (ODL),OFFLINE,1,15,32,47,C,CT-ODL,PASS,AUCDE,CBCS
20242010014,50012,DBA5102,Managerial Economics & Decision Making,601,MBA - Operations Management (ODL),OFFLINE,1,18,51,69,B+,CT-ODL,PASS,AUCDE,CBCS
20242010014,50013,DBA5103,Statistical Methods & Quantitative Techniques,601,MBA - Operations Management (ODL),OFFLINE,1,20,27,47,C,CT-ODL,PASS,AUCDE,CBCS
20242010014,50014,DBA5104,Financial & Management Accounting,601,MBA - Operations Management (ODL),OFFLINE,1,24,49,73,A,CT-ODL,PASS,AUCDE,CBCS
20242010014,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,601,MBA - Operations Management (ODL),OFFLINE,1,15,42,57,B,CT-ODL,PASS,AUCDE,CBCS
20242010014,50016,DBA5106,Information Management & ERP Systems,601,MBA - Operations Management (ODL),OFFLINE,1,17,39,56,B,CT-ODL,PASS,AUCDE,CBCS
20242010014,50017,DBA5107,Business Communication & Soft Skills Laboratory,601,MBA - Operations Management (ODL),OFFLINE,1,19,62,81,A+,CT-ODL,PASS,AUCDE,CBCS
